# Time-averaged data for fix 4
# TimeStep Number-of-rows
# Row c_rdf[1] c_rdf[2] c_rdf[3]
35100 100
88 7 1.04044 69.717
89 7.08 1.0457 71.999
90 7.16 1.02964 74.297
91 7.24 1.04163 76.674
92 7.32 1.06228 79.152
93 7.4 1.09522 81.763
94 7.48 1.08896 84.4155
95 7.56 1.07749 87.0965
96 7.64 1.10502 89.9045
97 7.72 1.10652 92.7755
98 7.8 1.12736 95.7615
99 7.88 1.15988 98.897
100 7.96 1.1443 102.053
65100 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0.011957 0.002
26 2.04 0.0358725 0.0085
27 2.12 0.0894291 0.026
28 2.2 0.156597 0.059
29 2.28 0.203239 0.105
30 2.36 0.276295 0.172
31 2.44 0.4668 0.293
32 2.52 0.725172 0.4935
33 2.6 2.07089 1.103
34 2.68 2.66224 1.9355
35 2.76 4.03885 3.275
36 2.84 3.70347 4.5755
37 2.92 2.72482 5.587
38 3 2.00211 6.3715
39 3.08 1.66581 7.0595
40 3.16 1.46063 7.6945
41 3.24 1.23405 8.2585
42 3.32 1.05235 8.7635
43 3.4 0.893132 9.213
44 3.48 0.940737 9.709
45 3.56 0.916151 10.2145
46 3.64 0.872857 10.718
47 3.72 0.802524 11.2015
48 3.8 0.78102 11.6925
49 3.88 0.81628 12.2275
50 3.96 0.865658 12.8185
51 4.04 0.819049 13.4005
52 4.12 0.866713 14.041
53 4.2 0.869819 14.709
54 4.28 0.915349 15.439
55 4.36 0.889921 16.1755
56 4.44 1.0201 17.051
57 4.52 1.0557 17.99
58 4.6 1.04644 18.954
59 4.68 1.13892 20.04
60 4.76 1.11718 21.142
61 4.84 1.12811 22.2925
62 4.92 1.19325 23.55
63 5 1.19213 24.8475
64 5.08 1.20561 26.202
65 5.16 1.2798 27.6855
66 5.24 1.26947 29.203
67 5.32 1.33546 30.8485
68 5.4 1.3273 32.5335
69 5.48 1.3527 34.302
70 5.56 1.239 35.9695
71 5.64 1.20735 37.6415
72 5.72 1.2012 39.3525
73 5.8 1.14508 41.0295
74 5.88 1.13738 42.7415
75 5.96 1.11869 44.4715
76 6.04 1.08107 46.1885
77 6.12 1.09378 47.972
78 6.2 1.05049 49.73
79 6.28 1.07282 51.572
80 6.36 1.0832 53.4795
81 6.44 1.07944 55.4285
82 6.52 0.995298 57.2705
83 6.6 1.00454 59.1755
84 6.68 1.03107 61.1785
85 6.76 1.04325 63.254
86 6.84 1.04673 65.386
87 6.92 1.00972 67.491
88 7 1.03716 69.7035
89 7.08 1.04456 71.983
90 7.16 1.05092 74.3285
91 7.24 1.02147 76.6595
92 7.32 1.0895 79.201
93 7.4 1.08138 81.779
94 7.48 1.08609 84.4245
95 7.56 1.09758 87.1555
96 7.64 1.11584 89.991
97 7.72 1.10112 92.848
98 7.8 1.10716 95.7805
99 7.88 1.13695 98.854
100 7.96 1.14883 102.023
65200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0.00324902 0.0005
25 1.96 0.023914 0.0045
26 2.04 0.0331131 0.0105
27 2.12 0.0817637 0.0265
28 2.2 0.0735534 0.042
29 2.28 0.181148 0.083
30 2.36 0.189695 0.129
31 2.44 0.339491 0.217
32 2.52 0.629326 0.391
33 2.6 1.96216 0.9685
34 2.68 2.715 1.8175
35 2.76 4.17906 3.2035
36 2.84 3.81311 4.5425
37 2.92 2.908 5.622
38 3 2.02125 6.414
39 3.08 1.72392 7.126
40 3.16 1.42153 7.744
41 3.24 1.25374 8.317
42 3.32 1.06797 8.8295
43 3.4 0.843459 9.254
44 3.48 0.918925 9.7385
45 3.56 0.921588 10.247
46 3.64 0.903195 10.768
47 3.72 0.813313 11.258
48 3.8 0.726142 11.7145
49 3.88 0.779662 12.2255
50 3.96 0.821716 12.7865
51 4.04 0.861972 13.399
52 4.12 0.845738 14.024
53 4.2 0.868517 14.691
54 4.28 0.89654 15.406
55 4.36 0.89113 16.1435
56 4.44 1.01194 17.012
57 4.52 1.02816 17.9265
58 4.6 1.05621 18.8995
59 4.68 1.12686 19.974
60 4.76 1.09893 21.058
61 4.84 1.15262 22.2335
62 4.92 1.20559 23.504
63 5 1.21877 24.8305
64 5.08 1.20739 26.187
65 5.16 1.25004 27.636
66 5.24 1.32468 29.2195
67 5.32 1.25227 30.7625
68 5.4 1.36038 32.4895
69 5.48 1.34925 34.2535
70 5.56 1.28544 35.9835
71 5.64 1.23335 37.6915
72 5.72 1.19769 39.3975
73 5.8 1.16658 41.106
74 5.88 1.12609 42.801
75 5.96 1.09444 44.4935
76 6.04 1.09429 46.2315
77 6.12 1.07507 47.9845
78 6.2 1.06633 49.769
79 6.28 1.08302 51.6285
80 6.36 1.04487 53.4685
81 6.44 1.10132 55.457
82 6.52 1.03636 57.375
83 6.6 0.976589 59.227
84 6.68 1.02129 61.211
85 6.76 1.03596 63.272
86 6.84 1.01138 65.332
87 6.92 1.03322 67.486
88 7 1.05427 69.735
89 7.08 1.02669 71.9755
90 7.16 1.03725 74.2905
91 7.24 1.04031 76.6645
92 7.32 1.05971 79.1365
93 7.4 1.07173 81.6915
94 7.48 1.08506 84.3345
95 7.56 1.10361 87.0805
96 7.64 1.11663 89.918
97 7.72 1.10556 92.7865
98 7.8 1.11527 95.7405
99 7.88 1.12807 98.79
100 7.96 1.17693 102.036
65300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.00388149 0.0005
23 1.8 0.00354419 0.001
24 1.88 0.00649805 0.002
25 1.96 0.0418494 0.009
26 2.04 0.0496696 0.018
27 2.12 0.102205 0.038
28 2.2 0.168461 0.0735
29 2.28 0.231958 0.126
30 2.36 0.294852 0.1975
31 2.44 0.35878 0.2905
32 2.52 0.663686 0.474
33 2.6 1.84324 1.0165
34 2.68 2.53592 1.8095
35 2.76 4.21223 3.2065
36 2.84 3.91705 4.582
37 2.92 2.76792 5.6095
38 3 2.05571 6.415
39 3.08 1.65613 7.099
40 3.16 1.49973 7.751
41 3.24 1.22858 8.3125
42 3.32 1.05339 8.818
43 3.4 0.858361 9.25
44 3.48 0.93884 9.745
45 3.56 0.874466 10.2275
46 3.64 0.889326 10.7405
47 3.72 0.807503 11.227
48 3.8 0.752388 11.7
49 3.88 0.765167 12.2015
50 3.96 0.872982 12.7975
51 4.04 0.858454 13.4075
52 4.12 0.874832 14.054
53 4.2 0.877632 14.728
54 4.28 0.910333 15.454
55 4.36 0.966649 16.254
56 4.44 0.965337 17.0825
57 4.52 1.01129 17.982
58 4.6 1.07738 18.9745
59 4.68 1.0718 19.9965
60 4.76 1.11971 21.101
61 4.84 1.17419 22.2985
62 4.92 1.15435 23.515
63 5 1.15721 24.7745
64 5.08 1.23053 26.157
65 5.16 1.26773 27.6265
66 5.24 1.28871 29.167
67 5.32 1.30543 30.7755
68 5.4 1.32494 32.4575
69 5.48 1.31101 34.1715
70 5.56 1.29696 35.917
71 5.64 1.28209 37.6925
72 5.72 1.18049 39.374
73 5.8 1.19629 41.126
74 5.88 1.12609 42.821
75 5.96 1.10544 44.5305
76 6.04 1.09524 46.27
77 6.12 1.08182 48.034
78 6.2 1.08426 49.8485
79 6.28 1.03584 51.627
80 6.36 1.06702 53.506
81 6.44 1.08166 55.459
82 6.52 0.984491 57.281
83 6.6 1.01218 59.2005
84 6.68 1.01151 61.1655
85 6.76 1.03646 63.2275
86 6.84 1.04747 65.361
87 6.92 1.04617 67.542
88 7 1.04372 69.7685
89 7.08 1.04043 72.039
90 7.16 1.03143 74.341
91 7.24 1.01906 76.6665
92 7.32 1.04127 79.0955
93 7.4 1.08558 81.6835
94 7.48 1.08075 84.316
95 7.56 1.09296 87.0355
96 7.64 1.12312 89.8895
97 7.72 1.115 92.7825
98 7.8 1.11886 95.746
99 7.88 1.12585 98.7895
100 7.96 1.18073 102.046
65400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0.00324902 0.0005
25 1.96 0.00298925 0.001
26 2.04 0.0386319 0.008
27 2.12 0.0894291 0.0255
28 2.2 0.132871 0.0535
29 2.28 0.218703 0.103
30 2.36 0.331967 0.1835
31 2.44 0.364567 0.278
32 2.52 0.705279 0.473
33 2.6 2.02842 1.07
34 2.68 2.49914 1.8515
35 2.76 4.15192 3.2285
36 2.84 3.86437 4.5855
37 2.92 2.79486 5.623
38 3 2.01743 6.4135
39 3.08 1.6186 7.082
40 3.16 1.45488 7.7145
41 3.24 1.25593 8.2885
42 3.32 1.05235 8.7935
43 3.4 0.884191 9.2385
44 3.48 0.914184 9.7205
45 3.56 0.90437 10.2195
46 3.64 0.886726 10.731
47 3.72 0.827421 11.2295
48 3.8 0.753184 11.703
49 3.88 0.775084 12.211
50 3.96 0.861264 12.799
51 4.04 0.829604 13.3885
52 4.12 0.882951 14.041
53 4.2 0.903674 14.735
54 4.28 0.930396 15.477
55 4.36 0.938858 16.254
56 4.44 0.935043 17.0565
57 4.52 1.02703 17.97
58 4.6 1.03341 18.922
59 4.68 1.12266 19.9925
60 4.76 1.14049 21.1175
61 4.84 1.15801 22.2985
62 4.92 1.19657 23.5595
63 5 1.17283 24.836
64 5.08 1.21006 26.1955
65 5.16 1.26471 27.6615
66 5.24 1.27992 29.1915
67 5.32 1.28676 30.777
68 5.4 1.32927 32.4645
69 5.48 1.33702 34.2125
70 5.56 1.27021 35.922
71 5.64 1.2153 37.605
72 5.72 1.25771 39.3965
73 5.8 1.18058 41.1255
74 5.88 1.09619 42.7755
75 5.96 1.10932 44.491
76 6.04 1.08894 46.2205
77 6.12 1.07875 47.9795
78 6.2 1.05408 49.7435
79 6.28 1.0868 51.6095
80 6.36 1.07922 53.51
81 6.44 1.04704 55.4005
82 6.52 1.02313 57.294
83 6.6 1.0077 59.205
84 6.68 1.01254 61.172
85 6.76 1.03269 63.2265
86 6.84 1.03936 65.3435
87 6.92 1.05073 67.534
88 7 1.02052 69.711
89 7.08 1.05441 72.012
90 7.16 1.02896 74.3085
91 7.24 1.04031 76.6825
92 7.32 1.06357 79.1635
93 7.4 1.06523 81.703
94 7.48 1.06043 84.286
95 7.56 1.09939 87.0215
96 7.64 1.11565 89.8565
97 7.72 1.1177 92.7565
98 7.8 1.12509 95.7365
99 7.88 1.13048 98.7925
100 7.96 1.1675 102.013
65500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0.0052421 0.0005
20 1.56 0 0.0005
21 1.64 0.00426934 0.001
22 1.72 0.00388149 0.0015
23 1.8 0 0.0015
24 1.88 0.00649805 0.0025
25 1.96 0.0269032 0.007
26 2.04 0.0303536 0.0125
27 2.12 0.0843189 0.029
28 2.2 0.128125 0.056
29 2.28 0.159057 0.092
30 2.36 0.298976 0.1645
31 2.44 0.378069 0.2625
32 2.52 0.576882 0.422
33 2.6 1.99614 1.0095
34 2.68 2.54711 1.806
35 2.76 4.33585 3.244
36 2.84 3.92987 4.624
37 2.92 2.75175 5.6455
38 3 1.97787 6.4205
39 3.08 1.65371 7.1035
40 3.16 1.41463 7.7185
41 3.24 1.22639 8.279
42 3.32 1.0836 8.799
43 3.4 0.836504 9.22
44 3.48 0.863923 9.6755
45 3.56 0.907995 10.1765
46 3.64 0.901461 10.6965
47 3.72 0.8407 11.203
48 3.8 0.759546 11.6805
49 3.88 0.739992 12.1655
50 3.96 0.828307 12.731
51 4.04 0.87886 13.3555
52 4.12 0.898512 14.0195
53 4.2 0.893257 14.7055
54 4.28 0.910333 15.4315
55 4.36 0.927379 16.199
56 4.44 0.974658 17.0355
57 4.52 1.03659 17.9575
58 4.6 1.03613 18.912
59 4.68 1.12266 19.9825
60 4.76 1.12427 21.0915
61 4.84 1.18743 22.3025
62 4.92 1.15814 23.523
63 5 1.20545 24.835
64 5.08 1.20828 26.1925
65 5.16 1.2233 27.6105
66 5.24 1.26445 29.122
67 5.32 1.30381 30.7285
68 5.4 1.29658 32.3745
69 5.48 1.34046 34.127
70 5.56 1.29399 35.8685
71 5.64 1.21674 37.5535
72 5.72 1.22191 39.294
73 5.8 1.20653 41.061
74 5.88 1.11214 42.735
75 5.96 1.08959 44.42
76 6.04 1.09209 46.1545
77 6.12 1.0855 47.9245
78 6.2 1.05886 49.6965
79 6.28 1.05244 51.5035
80 6.36 1.09654 53.4345
81 6.44 1.08387 55.3915
82 6.52 1.01313 57.2665
83 6.6 1.02405 59.2085
84 6.68 1.01125 61.173
85 6.76 1.01133 63.185
86 6.84 1.04403 65.3115
87 6.92 1.04257 67.485
88 7 1.03247 69.6875
89 7.08 1.01981 71.913
90 7.16 1.04689 74.2495
91 7.24 1.0528 76.652
92 7.32 1.07857 79.168
93 7.4 1.0472 81.6645
94 7.48 1.06207 84.2515
95 7.56 1.08352 86.9475
96 7.64 1.10286 89.75
97 7.72 1.115 92.643
98 7.8 1.12868 95.6325
99 7.88 1.12807 98.682
100 7.96 1.17149 101.914
65600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0.0149462 0.0025
26 2.04 0.0413913 0.01
27 2.12 0.0894291 0.0275
28 2.2 0.135243 0.056
29 2.28 0.156848 0.0915
30 2.36 0.218562 0.1445
31 2.44 0.28741 0.219
32 2.52 0.573265 0.3775
33 2.6 1.99784 0.9655
34 2.68 2.49914 1.747
35 2.76 4.45947 3.226
36 2.84 3.94838 4.6125
37 2.92 2.72886 5.6255
38 3 2.0455 6.427
39 3.08 1.6295 7.1
40 3.16 1.42153 7.718
41 3.24 1.19685 8.265
42 3.32 1.03672 8.7625
43 3.4 0.879224 9.205
44 3.48 0.875302 9.6665
45 3.56 0.929743 10.1795
46 3.64 0.897127 10.697
47 3.72 0.854808 11.212
48 3.8 0.737277 11.6755
49 3.88 0.775847 12.184
50 3.96 0.843687 12.76
51 4.04 0.833122 13.352
52 4.12 0.876185 13.9995
53 4.2 0.914091 14.7015
54 4.28 0.909706 15.427
55 4.36 0.92315 16.191
56 4.44 0.998544 17.048
57 4.52 1.01523 17.951
58 4.6 1.01225 18.8835
59 4.68 1.11322 19.945
60 4.76 1.13289 21.0625
61 4.84 1.12762 22.2125
62 4.92 1.1553 23.43
63 5 1.1981 24.734
64 5.08 1.19448 26.076
65 5.16 1.25694 27.533
66 5.24 1.29707 29.0835
67 5.32 1.32369 30.7145
68 5.4 1.31666 32.386
69 5.48 1.3068 34.0945
70 5.56 1.28582 35.825
71 5.64 1.27307 37.588
72 5.72 1.19348 39.288
73 5.8 1.14542 40.9655
74 5.88 1.15598 42.7055
75 5.96 1.09865 44.4045
76 6.04 1.06785 46.1005
77 6.12 1.10359 47.9
78 6.2 1.05318 49.6625
79 6.28 1.09204 51.5375
80 6.36 1.09285 53.462
81 6.44 1.09024 55.4305
82 6.52 0.972334 57.23
83 6.6 0.991618 59.1105
84 6.68 1.01588 61.084
85 6.76 1.04174 63.1565
86 6.84 1.05925 65.314
87 6.92 1.0349 67.4715
88 7 1.05146 69.7145
89 7.08 1.00515 71.908
90 7.16 1.05495 74.2625
91 7.24 1.03001 76.613
92 7.32 1.03334 79.0235
93 7.4 1.08054 81.5995
94 7.48 1.06474 84.193
95 7.56 1.09939 86.9285
96 7.64 1.07354 89.6565
97 7.72 1.12829 92.584
98 7.8 1.12754 95.5705
99 7.88 1.15045 98.6805
100 7.96 1.16986 101.907
65700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0.00426934 0.0005
22 1.72 0 0.0005
23 1.8 0.0141768 0.0025
24 1.88 0.0129961 0.0045
25 1.96 0.0149462 0.007
26 2.04 0.0579479 0.0175
27 2.12 0.125201 0.042
28 2.2 0.111516 0.0655
29 2.28 0.139175 0.097
30 2.36 0.261862 0.1605
31 2.44 0.300912 0.2385
32 2.52 0.549756 0.3905
33 2.6 1.86533 0.9395
34 2.68 2.53912 1.7335
35 2.76 4.43385 3.204
36 2.84 4.06229 4.6305
37 2.92 2.73963 5.6475
38 3 1.98042 6.4235
39 3.08 1.64281 7.102
40 3.16 1.38357 7.7035
41 3.24 1.23842 8.2695
42 3.32 1.01692 8.7575
43 3.4 0.867302 9.194
44 3.48 0.945478 9.6925
45 3.56 0.952398 10.218
46 3.64 0.910129 10.743
47 3.72 0.83821 11.248
48 3.8 0.683194 11.6775
49 3.88 0.791868 12.1965
50 3.96 0.78583 12.733
51 4.04 0.896451 13.37
52 4.12 0.895806 14.032
53 4.2 0.883491 14.7105
54 4.28 0.942308 15.462
55 4.36 0.904421 16.2105
56 4.44 0.987475 17.058
57 4.52 1.01242 17.9585
58 4.6 1.04373 18.92
59 4.68 1.09697 19.966
60 4.76 1.10045 21.0515
61 4.84 1.1286 22.2025
62 4.92 1.1757 23.4415
63 5 1.22382 24.7735
64 5.08 1.21451 26.138
65 5.16 1.20949 27.54
66 5.24 1.27156 29.06
67 5.32 1.331 30.7
68 5.4 1.3273 32.385
69 5.48 1.32401 34.116
70 5.56 1.2717 35.8275
71 5.64 1.30051 37.6285
72 5.72 1.18646 39.3185
73 5.8 1.13654 40.983
74 5.88 1.16163 42.7315
75 5.96 1.09089 44.4185
76 6.04 1.07226 46.1215
77 6.12 1.08887 47.897
78 6.2 1.05677 49.6655
79 6.28 1.09001 51.537
80 6.36 1.09938 53.473
81 6.44 1.08802 55.4375
82 6.52 0.986652 57.2635
83 6.6 0.959979 59.084
84 6.68 1.01022 61.0465
85 6.76 1.06059 63.1565
86 6.84 1.03666 65.268
87 6.92 1.03274 67.421
88 7 1.03224 69.623
89 7.08 1.0276 71.8655
90 7.16 1.05069 74.2105
91 7.24 1.04119 76.5865
92 7.32 1.05928 79.0575
93 7.4 1.056 81.575
94 7.48 1.08321 84.2135
95 7.56 1.08693 86.918
96 7.64 1.09499 89.7005
97 7.72 1.09977 92.554
98 7.8 1.12849 95.543
99 7.88 1.15729 98.6715
100 7.96 1.14158 101.821
65800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0.00426934 0.0005
22 1.72 0.00776299 0.0015
23 1.8 0.00354419 0.002
24 1.88 0.0129961 0.004
25 1.96 0.011957 0.006
26 2.04 0.0303536 0.0115
27 2.12 0.0919842 0.0295
28 2.2 0.161343 0.0635
29 2.28 0.172312 0.1025
30 2.36 0.251552 0.1635
31 2.44 0.339491 0.2515
32 2.52 0.593158 0.4155
33 2.6 1.77869 0.939
34 2.68 2.47676 1.7135
35 2.76 4.38409 3.1675
36 2.84 4.09646 4.606
37 2.92 2.86894 5.671
38 3 1.87451 6.4055
39 3.08 1.64766 7.086
40 3.16 1.37667 7.6845
41 3.24 1.26468 8.2625
42 3.32 1.00337 8.744
43 3.4 0.881211 9.1875
44 3.48 0.893321 9.6585
45 3.56 0.917057 10.1645
46 3.64 0.950002 10.7125
47 3.72 0.814143 11.203
48 3.8 0.738072 11.667
49 3.88 0.799496 12.191
50 3.96 0.842222 12.766
51 4.04 0.851417 13.371
52 4.12 0.851151 14
53 4.2 0.905627 14.6955
54 4.28 0.958609 15.46
55 4.36 0.928587 16.2285
56 4.44 0.96825 17.0595
57 4.52 1.01242 17.96
58 4.6 1.02799 18.907
59 4.68 1.10116 19.957
60 4.76 1.10096 21.043
61 4.84 1.13154 22.197
62 4.92 1.18329 23.444
63 5 1.18569 24.7345
64 5.08 1.18781 26.069
65 5.16 1.23624 27.502
66 5.24 1.30084 29.057
67 5.32 1.30421 30.664
68 5.4 1.37574 32.4105
69 5.48 1.28462 34.09
70 5.56 1.29993 35.8395
71 5.64 1.26043 37.585
72 5.72 1.16645 39.2465
73 5.8 1.16897 40.9585
74 5.88 1.14668 42.6845
75 5.96 1.10867 44.399
76 6.04 1.088 46.127
77 6.12 1.08488 47.896
78 6.2 1.08515 49.712
79 6.28 1.07894 51.5645
80 6.36 1.05282 53.4185
81 6.44 1.09218 55.3905
82 6.52 1.01556 57.27
83 6.6 0.978962 59.1265
84 6.68 0.995548 61.0605
85 6.76 1.06989 63.189
86 6.84 1.04256 65.3125
87 6.92 1.04665 67.4945
88 7 1.0163 69.6625
89 7.08 1.00652 71.859
90 7.16 1.02403 74.1445
91 7.24 1.04119 76.5205
92 7.32 1.06164 78.997
93 7.4 1.08558 81.585
94 7.48 1.06843 84.1875
95 7.56 1.09537 86.913
96 7.64 1.08279 89.6645
97 7.72 1.11615 92.5605
98 7.8 1.09489 95.4605
99 7.88 1.15045 98.5705
100 7.96 1.14883 101.74
65900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0.0129961 0.002
25 1.96 0.023914 0.006
26 2.04 0.019316 0.0095
27 2.12 0.0766535 0.0245
28 2.2 0.135243 0.053
29 2.28 0.189985 0.096
30 2.36 0.241243 0.1545
31 2.44 0.368425 0.25
32 2.52 0.551565 0.4025
33 2.6 1.7549 0.919
34 2.68 2.52633 1.709
35 2.76 4.43234 3.179
36 2.84 4.16338 4.641
37 2.92 2.75579 5.664
38 3 1.98808 6.443
39 3.08 1.60649 7.1065
40 3.16 1.33872 7.6885
41 3.24 1.20122 8.2375
42 3.32 1.06068 8.7465
43 3.4 0.876243 9.1875
44 3.48 0.889527 9.6565
45 3.56 0.924306 10.1665
46 3.64 0.931799 10.704
47 3.72 0.803354 11.188
48 3.8 0.736481 11.651
49 3.88 0.758301 12.148
50 3.96 0.828307 12.7135
51 4.04 0.904895 13.3565
52 4.12 0.865359 13.996
53 4.2 0.917346 14.7005
54 4.28 0.947324 15.456
55 4.36 0.950337 16.2425
56 4.44 0.922808 17.0345
57 4.52 1.03097 17.9515
58 4.6 1.03124 18.9015
59 4.68 1.08228 19.9335
60 4.76 1.1192 21.0375
61 4.84 1.14429 22.2045
62 4.92 1.16668 23.434
63 5 1.15216 24.688
64 5.08 1.18647 26.021
65 5.16 1.22804 27.4445
66 5.24 1.29164 28.9885
67 5.32 1.33871 30.638
68 5.4 1.3462 32.347
69 5.48 1.31101 34.061
70 5.56 1.30253 35.814
71 5.64 1.26043 37.5595
72 5.72 1.22437 39.3035
73 5.8 1.12937 40.9575
74 5.88 1.13572 42.667
75 5.96 1.07698 44.3325
76 6.04 1.12609 46.121
77 6.12 1.06035 47.85
78 6.2 1.08067 49.6585
79 6.28 1.09117 51.532
80 6.36 1.04373 53.37
81 6.44 1.0991 55.3545
82 6.52 1.02556 57.2525
83 6.6 0.979226 59.1095
84 6.68 1.00507 61.062
85 6.76 1.044 63.139
86 6.84 1.0482 65.274
87 6.92 1.03682 67.4355
88 7 1.01818 69.6075
89 7.08 1.03219 71.86
90 7.16 1.03748 74.1755
91 7.24 1.03812 76.5445
92 7.32 1.04963 78.993
93 7.4 1.05999 81.52
94 7.48 1.07829 84.1465
95 7.56 1.1018 86.888
96 7.64 1.08574 89.647
97 7.72 1.09168 92.4795
98 7.8 1.12245 95.4525
99 7.88 1.13029 98.508
100 7.96 1.15735 101.7
66000 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00708839 0.001
24 1.88 0.00324902 0.0015
25 1.96 0.0209247 0.005
26 2.04 0.052429 0.0145
27 2.12 0.10476 0.035
28 2.2 0.147107 0.066
29 2.28 0.189985 0.109
30 2.36 0.29279 0.18
31 2.44 0.381927 0.279
32 2.52 0.678153 0.4665
33 2.6 1.77529 0.989
34 2.68 2.36803 1.7295
35 2.76 4.39917 3.1885
36 2.84 4.07083 4.618
37 2.92 2.86624 5.682
38 3 1.80688 6.39
39 3.08 1.59197 7.0475
40 3.16 1.45833 7.6815
41 3.24 1.21545 8.237
42 3.32 1.08985 8.76
43 3.4 0.835511 9.1805
44 3.48 0.895217 9.6525
45 3.56 0.906183 10.1525
46 3.64 0.911863 10.6785
47 3.72 0.83904 11.184
48 3.8 0.735686 11.6465
49 3.88 0.804074 12.1735
50 3.96 0.814392 12.7295
51 4.04 0.896451 13.3665
52 4.12 0.893776 14.027
53 4.2 0.897163 14.716
54 4.28 0.941054 15.4665
55 4.36 0.927379 16.234
56 4.44 1.00961 17.1005
57 4.52 1.0276 18.0145
58 4.6 1.01008 18.945
59 4.68 1.05607 19.952
60 4.76 1.18358 21.1195
61 4.84 1.11291 22.2545
62 4.92 1.16858 23.486
63 5 1.16227 24.751
