# Time-averaged data for fix 4
# TimeStep Number-of-rows
# Row c_rdf[1] c_rdf[2] c_rdf[3]
35100 100
60 4.76 1.0893 20.8535
61 4.84 1.13399 22.01
62 4.92 1.17 23.243
63 5 1.17834 24.5255
64 5.08 1.22697 25.904
65 5.16 1.25608 27.36
66 5.24 1.25316 28.858
67 5.32 1.27297 30.4265
68 5.4 1.25443 32.019
69 5.48 1.22649 33.6225
70 5.56 1.22229 35.2675
71 5.64 1.22216 36.96
72 5.72 1.15206 38.601
73 5.8 1.11333 40.2315
74 5.88 1.10749 41.8985
75 5.96 1.09153 43.5865
76 6.04 1.0625 45.274
77 6.12 1.03214 46.957
78 6.2 1.04631 48.708
79 6.28 1.01837 50.4565
80 6.36 1.05395 52.3125
81 6.44 1.05147 54.211
82 6.52 0.996919 56.056
83 6.6 1.02036 57.991
84 6.68 0.994519 59.923
85 6.76 1.01736 61.947
86 6.84 1.02611 64.037
87 6.92 0.991728 66.1045
88 7 1.04208 68.3275
89 7.08 1.04158 70.6005
90 7.16 1.04218 72.9265
91 7.24 1.0138 75.24
92 7.32 1.06571 77.726
93 7.4 1.05475 80.2405
94 7.48 1.06925 82.845
95 7.56 1.05699 85.475
96 7.64 1.08908 88.2425
97 7.72 1.07954 91.0435
98 7.8 1.10735 93.9765
99 7.88 1.10625 96.967
100 7.96 1.09754 99.9945
36100 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0.00471834 0.0005
21 1.64 0 0.0005
22 1.72 0.00388149 0.001
23 1.8 0.00708839 0.002
24 1.88 0.0129961 0.004
25 1.96 0.00896774 0.0055
26 2.04 0.0662261 0.0175
27 2.12 0.158417 0.0485
28 2.2 0.156597 0.0815
29 2.28 0.289395 0.147
30 2.36 0.445371 0.255
31 2.44 0.555531 0.399
32 2.52 0.904204 0.649
33 2.6 2.17452 1.289
34 2.68 2.69262 2.131
35 2.76 3.56245 3.3125
36 2.84 2.98157 4.3595
37 2.92 2.55106 5.3065
38 3 1.95745 6.0735
39 3.08 1.72877 6.7875
40 3.16 1.50663 7.4425
41 3.24 1.34892 8.059
42 3.32 1.06589 8.5705
43 3.4 0.948767 9.048
44 3.48 0.941685 9.5445
45 3.56 0.957835 10.073
46 3.64 0.914463 10.6005
47 3.72 0.787585 11.075
48 3.8 0.796132 11.5755
49 3.88 0.794919 12.0965
50 3.96 0.819519 12.656
51 4.04 0.885896 13.2855
52 4.12 0.903925 13.9535
53 4.2 0.847032 14.604
54 4.28 0.863939 15.293
55 4.36 0.934025 16.066
56 4.44 0.93446 16.868
57 4.52 0.997802 17.7555
58 4.6 1.03721 18.711
59 4.68 1.07285 19.734
60 4.76 1.11971 20.8385
61 4.84 1.14576 22.007
62 4.92 1.19468 23.266
63 5 1.19213 24.5635
64 5.08 1.24344 25.9605
65 5.16 1.20302 27.355
66 5.24 1.23935 28.8365
67 5.32 1.26647 30.397
68 5.4 1.28082 32.023
69 5.48 1.24905 33.656
70 5.56 1.22674 35.307
71 5.64 1.19075 36.956
72 5.72 1.13696 38.5755
73 5.8 1.14166 40.2475
74 5.88 1.10749 41.9145
75 5.96 1.10867 43.629
76 6.04 1.07477 45.336
77 6.12 1.04011 47.032
78 6.2 1.03376 48.762
79 6.28 1.05826 50.579
80 6.36 1.04317 52.416
81 6.44 1.03403 54.283
82 6.52 1.03663 56.2015
83 6.6 0.985026 58.0695
84 6.68 1.00713 60.026
85 6.76 0.994493 62.0045
86 6.84 1.00819 64.058
87 6.92 1.01235 66.1685
88 7 1.02638 68.358
89 7.08 1.02485 70.5945
90 7.16 1.00096 72.8285
91 7.24 1.05872 75.2445
92 7.32 1.05714 77.7105
93 7.4 1.06356 80.246
94 7.48 1.07274 82.859
95 7.56 1.07146 85.525
96 7.64 1.07354 88.253
97 7.72 1.08455 91.067
98 7.8 1.09262 93.961
99 7.88 1.1327 97.023
100 7.96 1.08847 100.025
36200 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0.00324902 0.001
25 1.96 0.0388602 0.0075
26 2.04 0.0772638 0.0215
27 2.12 0.135421 0.048
28 2.2 0.223033 0.095
29 2.28 0.247422 0.151
30 2.36 0.364957 0.2395
31 2.44 0.497663 0.3685
32 2.52 0.934947 0.627
33 2.6 2.14904 1.2595
34 2.68 2.69262 2.1015
35 2.76 3.55341 3.28
36 2.84 3.15386 4.3875
37 2.92 2.50527 5.3175
38 3 2.00594 6.1035
39 3.08 1.67671 6.796
40 3.16 1.42958 7.4175
41 3.24 1.3708 8.044
42 3.32 1.13674 8.5895
43 3.4 0.950754 9.068
44 3.48 0.92746 9.557
45 3.56 0.990458 10.1035
46 3.64 0.863323 10.6015
47 3.72 0.848999 11.113
48 3.8 0.741253 11.579
49 3.88 0.768218 12.0825
50 3.96 0.861264 12.6705
51 4.04 0.830308 13.2605
52 4.12 0.894453 13.9215
53 4.2 0.868517 14.5885
54 4.28 0.868955 15.2815
55 4.36 0.920733 16.0435
56 4.44 0.923391 16.836
57 4.52 1.01635 17.74
58 4.6 1.02473 18.684
59 4.68 1.10169 19.7345
60 4.76 1.12275 20.842
61 4.84 1.18792 22.0535
62 4.92 1.1923 23.31
63 5 1.16686 24.58
64 5.08 1.18558 25.912
65 5.16 1.2164 27.322
66 5.24 1.25859 28.8265
67 5.32 1.26404 30.384
68 5.4 1.2501 31.971
69 5.48 1.25938 33.6175
70 5.56 1.22972 35.2725
71 5.64 1.22396 36.9675
72 5.72 1.1331 38.5815
73 5.8 1.1362 40.2455
74 5.88 1.10948 41.9155
75 5.96 1.08442 43.5925
76 6.04 1.07257 45.296
77 6.12 1.03582 46.985
78 6.2 1.05318 48.7475
79 6.28 1.03671 50.5275
80 6.36 1.07241 52.416
81 6.44 1.04732 54.307
82 6.52 1.03934 56.2305
83 6.6 0.996891 58.121
84 6.68 0.979333 60.0235
85 6.76 1.02591 62.0645
86 6.84 0.996405 64.094
87 6.92 1.01499 66.21
88 7 1.03036 68.408
89 7.08 1.00538 70.602
90 7.16 1.01127 72.859
91 7.24 1.06748 75.295
92 7.32 1.07214 77.796
93 7.4 1.04384 80.2845
94 7.48 1.06166 82.8705
95 7.56 1.06302 85.5155
96 7.64 1.06803 88.2295
97 7.72 1.10112 91.0865
98 7.8 1.07846 93.943
99 7.88 1.09866 96.913
100 7.96 1.10968 99.974
36300 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.00776299 0.001
23 1.8 0.00354419 0.0015
24 1.88 0.0129961 0.0035
25 1.96 0.0179355 0.0065
26 2.04 0.0579479 0.017
27 2.12 0.122646 0.041
28 2.2 0.230151 0.0895
29 2.28 0.349041 0.1685
30 2.36 0.410319 0.268
31 2.44 0.561317 0.4135
32 2.52 0.918671 0.6675
33 2.6 2.14394 1.2985
34 2.68 2.5711 2.1025
35 2.76 3.52326 3.271
36 2.84 3.27346 4.4205
37 2.92 2.49449 5.3465
38 3 1.93576 6.105
39 3.08 1.6985 6.8065
40 3.16 1.43648 7.431
41 3.24 1.22092 7.989
42 3.32 1.12632 8.5295
43 3.4 0.981552 9.0235
44 3.48 0.942633 9.5205
45 3.56 0.953304 10.0465
46 3.64 0.936133 10.5865
47 3.72 0.850659 11.099
48 3.8 0.763523 11.579
49 3.88 0.759064 12.0765
50 3.96 0.863461 12.666
51 4.04 0.856343 13.2745
52 4.12 0.864006 13.913
53 4.2 0.892606 14.5985
54 4.28 0.917857 15.3305
55 4.36 0.88388 16.062
56 4.44 0.925139 16.856
57 4.52 0.994429 17.7405
58 4.6 1.05404 18.7115
59 4.68 1.09539 19.756
60 4.76 1.11261 20.8535
61 4.84 1.2041 22.0815
62 4.92 1.18139 23.3265
63 5 1.14802 24.576
64 5.08 1.2016 25.926
65 5.16 1.21251 27.3315
66 5.24 1.2335 28.806
67 5.32 1.24334 30.338
68 5.4 1.28673 31.9715
69 5.48 1.22305 33.5705
70 5.56 1.26984 35.2795
71 5.64 1.19255 36.931
72 5.72 1.15135 38.571
73 5.8 1.11503 40.204
74 5.88 1.0829 41.834
75 5.96 1.10285 43.5395
76 6.04 1.07981 45.2545
77 6.12 1.06219 46.9865
78 6.2 1.04034 48.7275
79 6.28 1.04632 50.524
80 6.36 1.05992 52.3905
81 6.44 1.05756 54.3
82 6.52 1.02069 56.189
83 6.6 1.0048 58.0945
84 6.68 0.988857 60.0155
85 6.76 1.01912 62.043
86 6.84 1.03912 64.1595
87 6.92 0.990769 66.225
88 7 1.00083 68.36
89 7.08 1.01454 70.574
90 7.16 1.04935 72.916
91 7.24 1.02322 75.251
92 7.32 1.05371 77.709
93 7.4 1.05097 80.2145
94 7.48 1.08013 82.8455
95 7.56 1.06624 85.4985
96 7.64 1.07551 88.2315
97 7.72 1.07915 91.0315
98 7.8 1.09564 93.9335
99 7.88 1.10329 96.916
100 7.96 1.1046 99.963
36400 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.0141768 0.002
24 1.88 0.00974707 0.0035
25 1.96 0.0448387 0.011
26 2.04 0.0772638 0.025
27 2.12 0.166083 0.0575
28 2.2 0.22066 0.104
29 2.28 0.262886 0.1635
30 2.36 0.393824 0.259
31 2.44 0.567104 0.406
32 2.52 0.860802 0.644
33 2.6 2.15073 1.277
34 2.68 2.58229 2.0845
35 2.76 3.671 3.302
36 2.84 3.21936 4.4325
37 2.92 2.58743 5.393
38 3 1.99063 6.173
39 3.08 1.60286 6.835
40 3.16 1.40083 7.444
41 3.24 1.24936 8.015
42 3.32 1.15133 8.5675
43 3.4 0.994467 9.068
44 3.48 0.945478 9.5665
45 3.56 0.928837 10.079
46 3.64 0.897994 10.597
47 3.72 0.824101 11.0935
48 3.8 0.772272 11.579
49 3.88 0.806362 12.1075
50 3.96 0.832702 12.676
51 4.04 0.818346 13.2575
52 4.12 0.891746 13.9165
53 4.2 0.876329 14.5895
54 4.28 0.912214 15.317
55 4.36 0.921942 16.08
56 4.44 0.956598 16.901
57 4.52 0.999488 17.79
58 4.6 1.02473 18.734
59 4.68 1.06079 19.7455
60 4.76 1.12326 20.8535
61 4.84 1.15507 22.0315
62 4.92 1.17712 23.272
63 5 1.19718 24.575
64 5.08 1.20694 25.931
65 5.16 1.2164 27.341
66 5.24 1.29415 28.888
67 5.32 1.27987 30.465
68 5.4 1.25286 32.0555
69 5.48 1.23261 33.667
70 5.56 1.26798 35.3735
71 5.64 1.15753 36.9765
72 5.72 1.15837 38.6265
73 5.8 1.11845 40.2645
74 5.88 1.09387 41.911
75 5.96 1.08183 43.584
76 6.04 1.09555 45.324
77 6.12 1.06372 47.0585
78 6.2 1.02002 48.7655
79 6.28 1.06176 50.5885
80 6.36 1.05055 52.4385
81 6.44 1.07584 54.381
82 6.52 1.00962 56.2495
83 6.6 0.974216 58.097
84 6.68 1.01459 60.068
85 6.76 1.02717 62.1115
86 6.84 1.01433 64.1775
87 6.92 1.00132 66.265
88 7 1.02966 68.4615
89 7.08 1.00423 70.653
90 7.16 1.02403 72.9385
91 7.24 1.03702 75.305
92 7.32 1.05413 77.764
93 7.4 1.03755 80.2375
94 7.48 1.08506 82.8805
95 7.56 1.06825 85.5385
96 7.64 1.08298 88.2905
97 7.72 1.0884 91.1145
98 7.8 1.1047 94.0405
99 7.88 1.09755 97.0075
100 7.96 1.09645 100.032
36500 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0.00776299 0.001
23 1.8 0.00354419 0.0015
24 1.88 0.0129961 0.0035
25 1.96 0.0298925 0.0085
26 2.04 0.0662261 0.0205
27 2.12 0.117535 0.0435
28 2.2 0.204051 0.0865
29 2.28 0.258467 0.145
30 2.36 0.352586 0.2305
31 2.44 0.459084 0.3495
32 2.52 0.754106 0.558
33 2.6 2.07259 1.168
34 2.68 2.65584 1.9985
35 2.76 3.81271 3.263
36 2.84 3.40588 4.459
37 2.92 2.64131 5.4395
38 3 1.91024 6.188
39 3.08 1.62586 6.8595
40 3.16 1.40313 7.4695
41 3.24 1.23842 8.0355
42 3.32 1.13987 8.5825
43 3.4 0.973604 9.0725
44 3.48 0.895217 9.5445
45 3.56 0.932462 10.059
46 3.64 0.903195 10.58
47 3.72 0.823272 11.076
48 3.8 0.778634 11.5655
49 3.88 0.784239 12.0795
50 3.96 0.799013 12.625
51 4.04 0.868305 13.242
52 4.12 0.874155 13.888
53 4.2 0.878283 14.5625
54 4.28 0.898421 15.279
55 4.36 0.905025 16.028
56 4.44 0.953685 16.8465
57 4.52 1.02254 17.756
58 4.6 1.01008 18.6865
59 4.68 1.06079 19.698
60 4.76 1.13897 20.8215
61 4.84 1.13693 21.981
62 4.92 1.19562 23.241
63 5 1.18845 24.5345
64 5.08 1.19359 25.8755
65 5.16 1.24745 27.3215
66 5.24 1.29038 28.864
67 5.32 1.23929 30.391
68 5.4 1.26271 31.994
69 5.48 1.27812 33.665
70 5.56 1.2234 35.3115
71 5.64 1.19616 36.968
72 5.72 1.16715 38.6305
73 5.8 1.1222 40.274
74 5.88 1.10881 41.943
75 5.96 1.08636 43.623
76 6.04 1.07572 45.3315
77 6.12 1.03521 47.0195
78 6.2 1.0251 48.735
79 6.28 1.02943 50.5025
80 6.36 1.06957 52.386
81 6.44 1.05784 54.296
82 6.52 1.00394 56.154
83 6.6 0.999264 58.049
84 6.68 1.03081 60.0515
85 6.76 1.02993 62.1005
86 6.84 0.983886 64.1045
87 6.92 1.00372 66.197
88 7 1.02427 68.382
89 7.08 1.00698 70.5795
90 7.16 1.03972 72.9
91 7.24 1.03374 75.259
92 7.32 1.05606 77.7225
93 7.4 1.05412 80.2355
94 7.48 1.08609 82.881
95 7.56 1.04735 85.487
96 7.64 1.07649 88.2225
97 7.72 1.11346 91.1115
98 7.8 1.10055 94.0265
99 7.88 1.09663 96.991
100 7.96 1.08612 99.987
36600 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0.00426934 0.0005
22 1.72 0.00388149 0.001
23 1.8 0 0.001
24 1.88 0.0162451 0.0035
25 1.96 0.0269032 0.008
26 2.04 0.0745044 0.0215
27 2.12 0.127756 0.0465
28 2.2 0.135243 0.075
29 2.28 0.223121 0.1255
30 2.36 0.309286 0.2005
31 2.44 0.439795 0.3145
32 2.52 0.764957 0.526
33 2.6 1.98765 1.111
34 2.68 2.74378 1.969
35 2.76 3.79312 3.227
36 2.84 3.48135 4.4495
37 2.92 2.62918 5.4255
38 3 1.99191 6.206
39 3.08 1.70698 6.911
40 3.16 1.42843 7.532
41 3.24 1.24936 8.103
42 3.32 1.05964 8.6115
43 3.4 0.924924 9.077
44 3.48 0.922719 9.5635
45 3.56 0.976865 10.1025
46 3.64 0.904062 10.624
47 3.72 0.823272 11.12
48 3.8 0.752388 11.593
49 3.88 0.778136 12.103
50 3.96 0.815125 12.6595
51 4.04 0.822568 13.244
52 4.12 0.86333 13.882
53 4.2 0.854844 14.5385
54 4.28 0.853908 15.2195
55 4.36 0.924962 15.985
56 4.44 0.951355 16.8015
57 4.52 1.00174 17.6925
58 4.6 1.01985 18.632
59 4.68 1.07704 19.659
60 4.76 1.16381 20.807
61 4.84 1.14674 21.9765
62 4.92 1.19088 23.2315
63 5 1.21464 24.5535
64 5.08 1.17001 25.868
65 5.16 1.24443 27.3105
66 5.24 1.24814 28.8025
67 5.32 1.29731 30.401
68 5.4 1.28397 32.031
69 5.48 1.26435 33.684
70 5.56 1.23529 35.3465
71 5.64 1.194 37
72 5.72 1.16469 38.659
73 5.8 1.12801 40.311
74 5.88 1.10516 41.9745
75 5.96 1.07246 43.633
76 6.04 1.0754 45.341
77 6.12 1.06189 47.0725
78 6.2 0.982672 48.717
79 6.28 1.06321 50.5425
80 6.36 1.05963 52.4085
81 6.44 1.08498 54.3675
82 6.52 0.994487 56.208
83 6.6 0.983444 58.073
84 6.68 1.02463 60.0635
85 6.76 1.00932 62.0715
86 6.84 0.994932 64.098
87 6.92 0.998683 66.18
88 7 1.01161 68.338
89 7.08 1.01271 70.548
90 7.16 1.03972 72.8685
91 7.24 1.04163 75.2455
92 7.32 1.03163 77.652
93 7.4 1.08537 80.2395
94 7.48 1.05447 82.808
95 7.56 1.06925 85.4685
96 7.64 1.08653 88.2295
97 7.72 1.09496 91.0705
98 7.8 1.10055 93.9855
99 7.88 1.07832 96.9005
100 7.96 1.12418 100.001
36700 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0.00426934 0.0005
22 1.72 0 0.0005
23 1.8 0.00354419 0.001
24 1.88 0.00649805 0.002
25 1.96 0.0269032 0.0065
26 2.04 0.0303536 0.012
27 2.12 0.086874 0.029
28 2.2 0.161343 0.063
29 2.28 0.27614 0.1255
30 2.36 0.348462 0.21
31 2.44 0.472587 0.3325
32 2.52 0.768574 0.545
33 2.6 2.10996 1.166
34 2.68 2.64145 1.992
35 2.76 3.78256 3.2465
36 2.84 3.41585 4.446
37 2.92 2.55914 5.396
38 3 1.96 6.164
39 3.08 1.57381 6.814
40 3.16 1.50778 7.4695
41 3.24 1.27234 8.051
42 3.32 1.10444 8.581
43 3.4 0.9438 9.056
44 3.48 0.962548 9.5635
45 3.56 0.903464 10.062
46 3.64 0.965604 10.619
47 3.72 0.83406 11.1215
48 3.8 0.742049 11.588
49 3.88 0.775084 12.096
50 3.96 0.820984 12.6565
51 4.04 0.847195 13.2585
52 4.12 0.851828 13.888
53 4.2 0.8581 14.547
54 4.28 0.904691 15.2685
55 4.36 0.89415 16.0085
56 4.44 0.93679 16.8125
57 4.52 0.98431 17.688
58 4.6 1.02853 18.6355
59 4.68 1.07389 19.6595
60 4.76 1.15671 20.8005
61 4.84 1.15311 21.9765
62 4.92 1.16384 23.203
63 5 1.19396 24.5025
64 5.08 1.20294 25.854
65 5.16 1.20302 27.2485
66 5.24 1.26696 28.763
67 5.32 1.27013 30.328
68 5.4 1.24616 31.91
69 5.48 1.31483 33.629
70 5.56 1.21523 35.2645
71 5.64 1.21313 36.9445
72 5.72 1.15697 38.5925
73 5.8 1.1321 40.2505
74 5.88 1.1241 41.9425
75 5.96 1.0702 43.5975
76 6.04 1.09177 45.3315
77 6.12 1.07599 47.086
78 6.2 1.0003 48.76
79 6.28 1.01254 50.4985
80 6.36 1.07355 52.389
81 6.44 1.07972 54.3385
82 6.52 1.01448 56.216
83 6.6 0.978962 58.0725
84 6.68 0.997608 60.0105
85 6.76 0.970617 61.9415
86 6.84 1.02562 64.0305
87 6.92 1.01451 66.1455
88 7 0.986534 68.25
89 7.08 1.01844 70.4725
90 7.16 1.04039 72.7945
91 7.24 1.0677 75.231
92 7.32 1.03806 77.6525
93 7.4 1.07467 80.2145
94 7.48 1.07172 82.825
95 7.56 1.06383 85.472
96 7.64 1.06567 88.18
97 7.72 1.08532 90.996
98 7.8 1.11244 93.9425
99 7.88 1.09663 96.907
100 7.96 1.11004 99.969
36800 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0.0129961 0.0025
25 1.96 0.011957 0.0045
26 2.04 0.0358725 0.011
27 2.12 0.0894291 0.0285
28 2.2 0.168461 0.064
29 2.28 0.178939 0.1045
30 2.36 0.301038 0.1775
31 2.44 0.443653 0.2925
32 2.52 0.752298 0.5005
33 2.6 2.00463 1.0905
34 2.68 2.59188 1.901
35 2.76 3.93031 3.2045
36 2.84 3.48562 4.4285
37 2.92 2.61571 5.3995
38 3 2.02381 6.1925
39 3.08 1.6295 6.8655
40 3.16 1.38587 7.468
41 3.24 1.25374 8.041
42 3.32 1.1034 8.5705
43 3.4 0.952741 9.05
44 3.48 0.929357 9.54
45 3.56 0.896215 10.0345
46 3.64 0.948268 10.5815
47 3.72 0.847339 11.092
48 3.8 0.773067 11.578
49 3.88 0.738466 12.062
50 3.96 0.818054 12.6205
51 4.04 0.883785 13.2485
52 4.12 0.837619 13.8675
53 4.2 0.867215 14.5335
54 4.28 0.875851 15.232
55 4.36 0.918921 15.9925
56 4.44 0.928634 16.7895
57 4.52 0.991056 17.671
58 4.6 1.08172 18.6675
59 4.68 1.04925 19.668
60 4.76 1.10298 20.756
61 4.84 1.13791 21.9165
62 4.92 1.19373 23.1745
63 5 1.15124 24.4275
64 5.08 1.19893 25.7745
65 5.16 1.24098 27.213
66 5.24 1.22095 28.6725
67 5.32 1.28839 30.26
68 5.4 1.29185 31.9
69 5.48 1.25632 33.5425
70 5.56 1.23715 35.2075
71 5.64 1.17775 36.8385
72 5.72 1.18224 38.5225
73 5.8 1.14166 40.1945
74 5.88 1.13771 41.907
75 5.96 1.08119 43.579
76 6.04 1.08642 45.3045
77 6.12 1.04318 47.0055
78 6.2 1.06215 48.783
79 6.28 1.01982 50.534
80 6.36 1.06531 52.41
81 6.44 1.06366 54.3305
82 6.52 0.995568 56.173
83 6.6 0.994254 58.0585
84 6.68 1.00739 60.0155
85 6.76 0.975141 61.9555
86 6.84 1.01899 64.031
87 6.92 0.982134 66.0785
88 7 1.0299 68.2755
89 7.08 1.00652 70.472
90 7.16 1.02202 72.753
91 7.24 1.05149 75.1525
92 7.32 1.04642 77.5935
93 7.4 1.07341 80.1525
94 7.48 1.04236 82.6915
95 7.56 1.05579 85.3185
96 7.64 1.07433 88.0485
97 7.72 1.08243 90.857
98 7.8 1.10659 93.788
99 7.88 1.12918 96.8405
100 7.96 1.11222 99.9085
36900 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0.00354419 0.0005
24 1.88 0.00324902 0.001
25 1.96 0.00597849 0.002
26 2.04 0.052429 0.0115
27 2.12 0.0894291 0.029
28 2.2 0.177952 0.0665
29 2.28 0.22533 0.1175
30 2.36 0.3464 0.2015
31 2.44 0.478374 0.3255
32 2.52 0.77219 0.539
33 2.6 1.98934 1.1245
34 2.68 2.60947 1.9405
35 2.76 3.7102 3.171
36 2.84 3.49559 4.3985
37 2.92 2.61033 5.3675
38 3 2.00339 6.1525
39 3.08 1.73482 6.869
40 3.16 1.47328 7.5095
41 3.24 1.20451 8.06
42 3.32 1.05443 8.566
43 3.4 0.953734 9.046
44 3.48 0.953065 9.5485
45 3.56 0.917057 10.0545
46 3.64 0.911863 10.5805
47 3.72 0.803354 11.0645
48 3.8 0.788974 11.5605
49 3.88 0.822383 12.0995
50 3.96 0.824646 12.6625
51 4.04 0.82116 13.246
52 4.12 0.82747 13.8575
53 4.2 0.852891 14.5125
54 4.28 0.911587 15.2395
55 4.36 0.882672 15.97
56 4.44 0.960676 16.7945
57 4.52 1.00511 17.6885
58 4.6 1.0497 18.6555
59 4.68 1.06079 19.667
60 4.76 1.14505 20.7965
61 4.84 1.12467 21.9435
62 4.92 1.15245 23.158
63 5 1.18064 24.443
64 5.08 1.19804 25.789
65 5.16 1.25479 27.2435
66 5.24 1.21844 28.7
67 5.32 1.26566 30.2595
68 5.4 1.2761 31.8795
69 5.48 1.24791 33.511
70 5.56 1.24978 35.193
71 5.64 1.22324 36.887
72 5.72 1.16785 38.5505
73 5.8 1.12937 40.2045
74 5.88 1.12708 41.901
75 5.96 1.07246 43.5595
76 6.04 1.10783 45.319
77 6.12 1.07415 47.0705
78 6.2 1.00418 48.751
79 6.28 1.04603 50.547
80 6.36 1.03522 52.37
81 6.44 1.07722 54.315
82 6.52 1.01205 56.188
83 6.6 0.987663 58.061
84 6.68 0.991173 59.9865
85 6.76 1.01209 62
86 6.84 0.998123 64.033
87 6.92 0.994366 66.106
88 7 0.990519 68.219
89 7.08 1.02417 70.454
90 7.16 1.04173 72.779
91 7.24 1.04075 75.154
92 7.32 1.04728 77.597
93 7.4 1.08914 80.1935
94 7.48 1.0477 82.7455
95 7.56 1.06865 85.4045
96 7.64 1.06587 88.113
97 7.72 1.07781 90.9095
98 7.8 1.09149 93.8005
99 7.88 1.1068 96.7925
100 7.96 1.10642 99.8445
37000 100
1 0.04 0 0
2 0.12 0 0
3 0.2 0 0
4 0.28 0 0
5 0.36 0 0
6 0.44 0 0
7 0.52 0 0
8 0.6 0 0
9 0.68 0 0
10 0.76 0 0
11 0.84 0 0
12 0.92 0 0
13 1 0 0
14 1.08 0 0
15 1.16 0 0
16 1.24 0 0
17 1.32 0 0
18 1.4 0 0
19 1.48 0 0
20 1.56 0 0
21 1.64 0 0
22 1.72 0 0
23 1.8 0 0
24 1.88 0 0
25 1.96 0.023914 0.004
26 2.04 0.0607073 0.015
27 2.12 0.0945393 0.0335
28 2.2 0.213542 0.0785
29 2.28 0.267304 0.139
30 2.36 0.381452 0.2315
31 2.44 0.515023 0.365
32 2.52 0.871653 0.606
33 2.6 1.94857 1.1795
